Unnamed: 0,B07YK2L7CW,Clothing & Accessories > Women > Ethnic Wear > Chunnis & Dupattas,Traditions Bazaar Art Silk Solid Color Women Dupatta,999,299.00,FREE delivery,Unnamed: 7,3.8,0.0,350 ratings,Unnamed: 11,Unnamed: 12,Unnamed: 13,225 x 100 x 0.1 cm,D-MC,Unnamed: 16,27 September 2019,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,https://m.media-amazon.com/images/I/41aHwakY0CL.jpg,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,https://www.amazon.in/Traditions-Bazaar-Banarasi-Solid-Dupatta/dp/B07YK2T13C,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,"Tuesday, 27 February"," 
 This beautiful solid coloured banarasi dupatta with zari border on four sides is perfect for all occasions  ",StoreName,Asin,Category,Title,MRP,Price,ShippingPrice,Manufacturer,StarRating,IsPrime,CustomerReview,Weight,Color,Size,PackageDimensions,ItemModelNumber,Department,DateFirstAvailable,BestSellersRank1,BestSellersRank2,BestSellersRank3,BulletPoint1,BulletPoint2,BulletPoint3,BulletPoint4,BulletPoint5,BulletPoint6,BulletPoint7,BulletPoint8,BulletPoint9,BulletPoint10,ImageURL1,ImageURL2,ImageURL3,ImageURL4,ImageURL5,ImageURL6,ImageURL7,ImageURL8,ImageURL9,ImageURL10,ProductUrl,VedioLink1,VedioLink2,VedioLink3,VedioLink4,DeliveryTime,Description
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna enterprises,B09TFJNWZ8,"Home Improvement > Painting Supplies, Tools & Wall Treatments > Wallpaper & Wallpapering Supplies > Wallpaper",ANNACREATIONS Contact Paper Green Marble Countertop Adhesive Wallpaper Peel and Stick Countertops for Kitchen Desk Cover Table Vinyl Counter Top Waterproof (12 x 120 inch),999,251.00,FREE delivery,‎ANNA CREATIONS,2.2,0.0,12 ratings,‎214 Grams,,,,,,,"41,076 in Home Improvement (See Top 100 in Home Improvement)","2,773 inWallpaper",,"Size : 12 inches X 120 inches, Thickness PVC Vinyl Paper",WATERPROOF: Put PVC marble self-adhesive sticker on the surface can effectively waterproof. Easy to clean.,"QUALITY ASSURANCE: Not easy to fade , high temperature resistant. The adhesiveness of the marble sticker will be reduced at lower temperature.","MULTIFUNCTION: Suitable for any size and shapes of cabinets, closets, shelves, tables, notebooks, walls, kitchen furniture and personal decor. Various pattern selection.","Easy to install: This wallpaper is self-adhesive, just peel and stick to the right surface you need.",,,,,,https://m.media-amazon.com/images/I/618T-hijSpL._SX522_.jpg,https://m.media-amazon.com/images/I/618T-hijSpL._SX425_.jpg,https://m.media-amazon.com/images/I/618T-hijSpL._SX569_.jpg,https://m.media-amazon.com/images/I/618T-hijSpL._SX466_.jpg,https://m.media-amazon.com/images/I/618T-hijSpL._SX355_.jpg,https://m.media-amazon.com/images/I/618T-hijSpL._SX679_.jpg,https://m.media-amazon.com/images/I/618T-hijSpL._SX450_.jpg,,,,https://www.amazon.in/ANNACREATIONS-Green-Countertop-Countertops-Waterproof/dp/B09TFJNWZ8,,,,,"Friday, 1 March"," 
 Color: Red Wallpaper, Material: Vinyl Dimensions: 45’’x304’’, Features: 1. EASIEST INSTALLATION: Easy to install by only one person. Self-adhesive, Just peel and stick. 2. DIY IS AVAILABLE: Can be cut into any shapes according to your own needs. 3. MULTIFUNCTION ：Can be installed on any flat surface. 4. REMOVABLE: After removal, it will not damage the surface of the object. No sticky residue left after removal. 5. EASY TO CLEAN: Because the peel and stick paper is Waterproof and oil resistant, so it's also easy to clean. Multiple use-can meet your different decorative needs Instruction For Use: 1. Clean the surface of the object, keep it clean and dry. 2. Measure the size of the object and trim it according to your needs 3. To separate the contact paper attached sellotape on both edges of the sheet and pull the tape on both directions. 4. Peel off the backing paper evenly with one hand whilst smoothing the film to the surface. With your other hand, from the center to edges. 5. Finally, Air bubbles can be removed by a needle and squeeze the air out.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Campusactivewear,B08ZKXXGR5,Shoes & Handbags > Shoes > Men's Shoes > Sports & Outdoor Shoes > Running Shoes,Campus Men's First Running Shoes,"1,899","1,196.00",FREE delivery,,3.9,0.0,"11,245 ratings",,,,30.5 x 21.5 x 11.2 cm,,,20 March 2021,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41bogF0EAoL.jpg,,,,,,,,,,https://www.amazon.in/Campus-Mens-First-Running-Shoes/dp/B0B2K7NSHT,,,,,"Saturday, 2 March",Buy Campus Men's First MHRN/BLK Running Shoes -8 UK/India from Running Shoes at Amazon.in. 30 days free exchange or return
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOTERLY®,B0BLBY3FSP,Home & Kitchen > Kitchen & Dining > Kitchen Storage & Containers > Water Bottles,"WOTERLY Silicone Time Marked Motivational Water Bottle, Tracker And Reminder Sports Bottle, Unbreakable Leakproof Bpa Free For Gym Office Traveling (Pink), 1000 milliliter","1,299",479.00,FREE delivery,,4.1,0.0,466 ratings,300 g,,,,,,,"6,269 in Home & Kitchen (See Top 100 in Home & Kitchen)",170 inWater Bottles,,"🚀 WHAT INCLUDE IN BOX 📦:1 tritan motivational water bottle, straw, sticker, double handle. water bottle 1 litre","🚀 UNBREAKABLE & LEAKPROOF 🔨: WOTERLY water bottle made from silicone so its more durable than normal plastic bottle, this make it healthy because it made from food grade material. these bottles have a leak-resistant cap that prevents leaks while keeping at home, office, school, outdoor sport, gym, traveling.",🚀 BPA & TOXIN FREE 🍃 : BPA & Toxin free leak proof water bottles are safe for you and the environment. they do not leach chemicals into your beverage and are completely BPA & TOXIN free. polycarbonate is the strongest and safest plastic for making these bottles. drink healthy hydrating water.,"🚀 EASY TO CLEAN 🧽 : The mouth at top is wide enough to clean perfectly without trouble. also solar 1lit bottle sip easy to clean. perfect for gym, office, traveling, pregnancy, outdoor sport, workout, office.","🚀 POPULAR FOR GIFTING 🎁 : It coming with measurement of 1 litre capacity and a variety of new trendy colors and motivation mark on bottle, this sipper bottle is perfect for gifting to yourselves, relatives, friends, family members, colleagues, women and men, you can gift on so many occasions like birthday, anniversary, diwali, new year.",,,,,,https://m.media-amazon.com/images/I/71olhdKbtfL._SY450_.jpg,https://m.media-amazon.com/images/I/71olhdKbtfL._SX679_.jpg,https://m.media-amazon.com/images/I/71olhdKbtfL._SX569_.jpg,https://m.media-amazon.com/images/I/71olhdKbtfL._SX522_.jpg,https://m.media-amazon.com/images/I/71olhdKbtfL._SY355_.jpg,https://m.media-amazon.com/images/I/71olhdKbtfL._SX466_.jpg,https://m.media-amazon.com/images/I/71olhdKbtfL._SX425_.jpg,,,,https://www.amazon.in/WOTERLY-Motivational-Unbreakable-Leakproof-Traveling/dp/B0BLBZZ9CV,,,,,"Thursday, 29 February","WOTERLY Silicone Time Marked Motivational Water Bottle, Tracker And Reminder Sports Bottle, Unbreakable Leakproof Bpa Free For Gym Office Traveling (Pink), 1000 milliliter : Amazon.in: Home & Kitchen"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B0BFG59S7G,Clothing & Accessories > Men > Ethnic Wear > Kurta Sets,ROYALICAMen's Mirror Work Soft Cotton with Embroidery Work Straight Kurta with Cotton Pyjama,"4,999","1,398.00",FREE delivery,,3.2,0.0,129 ratings,,,,14 x 12 x 3 cm,,,15 September 2022,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31+Dw7q7WCL.jpg,,,,,,,,,,https://www.amazon.in/ROYALICAMens-Mirror-Cotton-Embroidery-Straight/dp/B0BFG2NBMF,,,,,29 February - 2 March," 
 Try a desi boy look with this timeless Multicolor men’s kurta. The pure cotton fabric With Embroidery Mirror Work Kurtas using to attain these bright colored Names all over. The rest of the outfit features a mandarin collar, a placket and full sleeves with a straight hemline. Invest in this for the upcoming festive season Catalogue-Mirror Work Product Details Kurta Material- *Soft Cotton* Pyjama Fabric- *Cotton* Occasion- *Festive, Casual, Party* Size & Fit- *Regular* Sleeve- *Full Sleeves* Size - *M(38) L(40) XL(42) XXL(44) 3xl(46)* kurta men black mens latest stylish yellow set mirror work pajama man kurtas pyjama jompers design  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microware®,B08RB598CH,"Electronics > Home Theater, TV & Video > Accessories > Cables > HDMI Cables","Wahbite Lightning to HDMI Adapter for iPhone 12/12 Pro Max 11 Pro/XS/XR/X/8 7 6 Plus SE, iPad Pro Mini 2, iPhone to HDMI Connector Support iOS 10~14.1 and Later","2,499",999.00,FREE delivery,‎Wahyoo,3.6,0.0,706 ratings,‎20 g,,,,,,22 April 2021,"216,296 in Electronics (See Top 100 in Electronics)","1,076 inHDMI Cables",,"This iPhone to HDMI adapter supports mirroring of what is displayed on your iPhone/ iPad screen (including apps, videos, pictures, presentations, websites, slideshows and more) to your HDMI-equipped TV, display, projector in up to 1080P HD.","This Apple certified Digital AV converter Fully compatible with iPhone 12 11 XR/ XS max/ X, iPhone 8/ 8 Plus, iPhone 7/7 Plus, iPhone 6/6S, iPhone 6 Plus/ 6S Plus Phone 5, 5c, 5s, SE; iPad Air, iPad Pro, iPad mini series; iPad Pro, iPod Touch 5th/ iPod Touch 6th and more.","Plug and Play, No need to install any apps or personal hotspots. Just connect your iPhone charging cable and charge adapter (Sold separately) to get power supply this iPhone HDMI adapter, then use an HDMI cable connnect this HDMI adapter to TV, After all ports connected wait 6-10 seconds it will show a confirm tip on your device, click the ""Trust"" button it to connect automatically.","This HDMI Adapter allow you share your photos or video with your friends on the big Smart TV, open a meeting, play games, video calling, home theater, education, training and etc. Any problems with this Lightning Digital AV Adapter, please feel free to contact us.",,,,,,,https://m.media-amazon.com/images/I/51QnRR2c91L._SX679_.jpg,https://m.media-amazon.com/images/I/51QnRR2c91L._SX522_.jpg,https://m.media-amazon.com/images/I/51QnRR2c91L._SX425_.jpg,https://m.media-amazon.com/images/I/51QnRR2c91L._SX466_.jpg,https://m.media-amazon.com/images/I/51QnRR2c91L._SX569_.jpg,https://m.media-amazon.com/images/I/51QnRR2c91L._SY355_.jpg,https://m.media-amazon.com/images/I/51QnRR2c91L._SY450_.jpg,,,,https://www.amazon.in/Lightning-Adapter-Connector-Support-10-14-1/dp/B08RB598CH,,,,,"Tuesday, 27 February"," 
 This iPhone to HDMI Adapter transfers signals from your iPhone to HDTV / Projector / Monitor clearly and quickly. It’s compact and lightweight. You can share your movie/video/pictures and any other entertainments with your family.  1080P High Quality HDMI Output: Supports up to 1080P HD output and shows you perfect pictures/ videos. Plug And Play: No need for WIFI, APPS or Hot spots. Easy to use, fast and stable connection, automatic mirroring. Potable and Durable.  Device support: iPhone 12 /12 Pro /12 Pro max 12 Mini, iPhone 11 /11Pro / 11 Pro Max, iPhone X /XR /XS /XS Max, iPhone 8, 8 Plus, iPhone 7, 7 Plus, iPhone 6, 6 Plus, iPhone 6s, 6s Plus, iPhone 5, 5c, 5s, iPhone SE /SE 2. iPad Air, iPad with retina display. iPad mini, iPod Touch 5th gen, and iPod nano 7th gen. How to Use: .Step 1: Use your 5V/2A USB AC Adapter and iPhone charge cable to get power supply this HDMI Adapter.Step 2: connect this iPhone HDMI adapter to your TV via an HDMI cable (Sold separately).Step 3: Connection: connect into your iPhone, iPad, iPod.Step 4: Please click the ""Trust"" and wait 6-10 seconds to synchronize the iPhone screen with the TV. What You Get: 1x Lightning to HDMI adapter and 12 months worry-free warranty.  Attention Please !!! 1.This HDMI Dongle compatible with Youtube, Chrome, facebook, VLC media player etc. But ★NOT SUPPORT★ not compatible with Netflix, Amazon video, HBO go, HULU, SKY Q and Honda motor. 2.The adapter needs power supply, please make sure the small port (lightning female port) connect with your iPhone chage cable and adapter to get charging power supply, if not , the item will not work! ( Strongly recommended iPhone original USB cable and adapter 5V/2A). 3.The adapter will get a little hot when using but it's NORMAL and SAFE.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PROFESSIONAL ELECTRIC CO,B09X6PYXNP,Home & Kitchen > Kitchen & Home Appliances > Inverters & Sets > Inverters,"Microtek Energy Saver 1025 Pure Sine Wave 925VA/12V Inverter, Support 1 Battery with 2 Year Warranty for Home, Office & Shops","10,190","5,950.00",FREE delivery,‎‎Microtek International Pvt. Ltd.,3.9,0.0,16 ratings,9 kg 800 g,,,,,,,,,,"Inverter Details- Type: Pure Sine Wave; VA Rating: 925VA/12V; Max. Peak Load: 740 watt, Inverter Compatibility: Designed for all types of power cut situations with high charge acceptance and low maintenance.","Battery Compatibility - Compatible with 1 X (12V) battery of Capacity Between 100 Ah-200 Ah Battery. The Ups Supports wide range of Batteries Like A Flat Plate, Tubular, Smf (To Be Purchased Separately)",Display: Digital LED display for status of Power back-up/battery charging time in Hours and Minute,Warranty: 2 years on Inverter (For detailed terms and conditions of warranty please refer to the warranty card supplied along with the product),Item Dimensions: 34.4 x39 x 20.7 CM ; Item Weight: 9.8Kg,,,,,,https://m.media-amazon.com/images/I/51GhCx4A3BL._SX569_.jpg,https://m.media-amazon.com/images/I/51GhCx4A3BL._SX355_.jpg,https://m.media-amazon.com/images/I/51GhCx4A3BL._SX425_.jpg,https://m.media-amazon.com/images/I/51GhCx4A3BL._SX450_.jpg,https://m.media-amazon.com/images/I/51GhCx4A3BL._SX466_.jpg,https://m.media-amazon.com/images/I/51GhCx4A3BL._SX522_.jpg,https://m.media-amazon.com/images/I/51GhCx4A3BL._SX679_.jpg,,,,https://www.amazon.in/Microtek-Energy-Sinewave-Inverter-Office/dp/B09X6PYXNP,,,,,"Friday, 1 March"," 
 MICROTEK Energy Saver Pure Sinewave UPS Model 825 (12V) SW is a Micro Controller design-based, LARGEST SELLING SERIES of Extended Backup External Battery UPS Systems. It comes with many user-friendly features. It has Voltage Range Selection Switch and can be operated in Standard Voltage Range from 100V~300V and Narrow Voltage Range from 180V~260V. Energy Saver Pure Sinewave UPS Series Models are based on Intelli Pure Sinewave Technology which ensures Noiseless, Safe and Efficient Performance along with Longer Backup.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encasa Homes,B0C3VD59KD,"Industrial & Scientific > Occupational Health & Safety Products > Work Safety Equipment & Gear > Hand & Arm Protection > Lab, Safety & Work Gloves > Work","Encasa Heat Resistant Cotton Oven Gloves Mitts (2 Pc Set) - Quilted & Safe 18x30 cm - for Kitchen, Cooking & Baking, Grilling, Handling Hot Pots & Pans - Scotch Blue",749,443.00,FREE delivery,‎Encasa Homes,4.1,0.0,185 ratings,170 g,,,,,,,"2,797 in Industrial & Scientific (See Top 100 in Industrial & Scientific)",33 inWork Gloves,,"HEAT PROTECTION: These oven gloves offer excellent heat protection up to 450F, protecting your hands and wrists from burns and injuries while cooking, baking, or grilling.","COMFORT AND FLEXIBILITY: Made from high-quality cotton, the gloves are soft, breathable, and comfortable to wear for extended periods. The quilted design adds extra flexibility and comfort.","SAFE HANDLING: The gloves provide a secure grip on hot pots and pans, reducing the risk of accidents or spills. The extended cuffs also protect your forearms and wrists from heat and steam.","EASY TO CLEAN: The gloves are machine washable, making them easy to clean and maintain. Simply toss them in the washing machine and they'll be ready to use again in no time","VERSATILE USE: Suitable for use in the kitchen, these gloves can be used for cooking, baking, grilling, and even for outdoor activities like camping and bonfires. They are a versatile addition to any kitchen or cooking setup.",,,,,,https://m.media-amazon.com/images/I/61LFxksYyiL._SY450_.jpg,https://m.media-amazon.com/images/I/61LFxksYyiL._SX679_.jpg,https://m.media-amazon.com/images/I/61LFxksYyiL._SY355_.jpg,https://m.media-amazon.com/images/I/61LFxksYyiL._SX569_.jpg,https://m.media-amazon.com/images/I/61LFxksYyiL._SX425_.jpg,https://m.media-amazon.com/images/I/61LFxksYyiL._SX466_.jpg,https://m.media-amazon.com/images/I/61LFxksYyiL._SX522_.jpg,,,,https://www.amazon.in/Encasa-Resistant-Cotton-Gloves-Mitts/dp/B0C3VD59KD,,,,,"Saturday, 2 March"," 
 Oven Gloves  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gentle man,B07SMP1YVK,Clothing & Accessories > Men > Unstitched Fabric > Trousers,Vimal 0-Degree Men's Unstitiched Fabric Suiting for Pant or Coat or Suit,953,754.00,FREE delivery,,3.6,0.0,489 ratings,,,,18 x 18 x 2 cm,Vimal629688980440261,,29 May 2019,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/319CTavJ8HL.jpg,,,,,,,,,,https://www.amazon.in/Vimal-0-Degree-Unstitiched-Fabric-Suiting/dp/B07SHFYM6V,,,,,"Sunday, 3 March"," 
 Vimal 0-Degree Poly-Viscose fabric Suiting is one of the finest fabric for luxurious trousers and suits for men. It is perfect for creating a smart formal or casual cool Trouser or Suit. Appropriate length is good for creation of Formal trouser pant or a 2 piece suit or a 3 piece suit or a Safari Suit. 28 30 32 34 36 38 40 42 44 46 inch S M L XL XXL XXXL all sizes of Trousers can be stitched using these fabric. It has a feel which is similar to one of the finest formal wear fabric. It is a Great Export Qualiy product. These fabric come in ever green plain and simple self designs. This breathable fabric is perfect for self use item or give as gift to near and dear ones. Gents wearing clothes of this fabric would enjoy the feel even in cool winters or tropical summer weather. Combo of this provides with a sleek credit card wallet ensures no extra bulky wallet requirement. Wether you like a Wedding Suit or a formal trouser or Safari Suit or causal pair of pant, this product is perfect for all your needs.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pujia Mills®,B0BQY7TXJ3,Clothing & Accessories > Women > Ethnic Wear > Blouses,Pujia Mills Women Georgette Half Sleeve Blouse,"3,000",595.00,FREE delivery,,3.1,0.0,97 ratings,,,,10 x 10 x 2 cm,,,23 December 2022,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/414MuLHeNNL.jpg,,,,,,,,,,https://www.amazon.in/Pujia-Mills-Readymade-Georgett-Blouse/dp/B0BQYB6WQY,,,,,"Thursday, 29 February"," 
 Note : Image Is For Reference Purpose Only And Accessories Are Not Provided With Bundle Of Bloues. Online BlouesShopping/Buy Bloues Is The Best Way To Decorate Your Wardrobe. Latest Bloues Design Available Every Time In This Brand. Bloues Define Your Nature And Personality. Bloues With Lace Is Popular And It'S Look Like Trendy. We Have Many Designs Of Designed Bloues, Latest Bloues, Printed Bloues, Georgette Bloues, Chiffon Bloues, Cotton Georgette Bloues, Bhagalpuri blouse, Art Georgette blouse, Cotton blouse, Georgette Bloues,trendy blouse, Handwork blouse,deep neck blouse, Embroidery blouse, sleevless blouse, Heavy work blouse, party wear blouse, casual blouse,running blouse,Stone work blouse.net blouse, diamond work blouse,velvet blouse Backless blouse, Halter Neck blouse, Boat Neck blouse, High Neck blouse, Asymmetric blouse, Collar Neck blouse, Peter Pan Collar blouse, Jacket Style blouse, Knotted blouse, Illusion/Sheer Neck blouse, U-Shape Neck blouse, Princess Cut blouse, Spaghetti Strap blouse, Keyhole Neck blouse, Round Neck blouse, Square Neck blouse, Embroideyellow blouse, Crew Neck blouse, Cutwork blouse, Long blouse, Bandeau/Strapless blouse, T-Back blouse, Peplum blouse, Cape Sleeve blouse, Angrakha Style blouse, Off Shoulder blouse, Butterfly Sleeve blouse, Attached Dupatta blouse, Corset blouse, High-Low blouse, Long Sleeved blouse, Lace blouse, Cropped blouse, Asymmetrical Triangle blouse, Draped blouse, Bodysuit blouse, Panelled blouse, Graphic blouse, Mandarin blouse, Sweetheart Neck blouse , Criss-Cross blouse, Sweater blouse, Leather blouse, Jewel Neck blouse  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANANY INTERNATIONAL,B09YRLBKHR,Clothing & Accessories > Women > Western Wear > Dresses & Jumpsuits > Dresses,PUKHYA Women's Cotton Printed Co-Ord Set (Indigo,"2,299",988.00,FREE delivery,,4.0,0.0,195 ratings,,,,33.5 x 27.3 x 4.3 cm,,,25 April 2022,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/412NeA1my9L.jpg,,,,,,,,,,https://www.amazon.in/PUKHYA-Womens-Cotton-Printed-Co-Ord/dp/B0BZ11S674,,,,,"Friday, 1 March","Buy PUKHYA Women's Cotton Printed Co-Ord Set (Indigo, X-Large) from Dresses at Amazon.in. 30 days free exchange or return"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B08VGLQNFR,Clothing & Accessories > Men > Sunglasses & Spectacle Frames > Sunglasses,VINCENT CHASE EYEWEAR Unisex Adult Square Polarization Sunglasses,"1,999",799.00,FREE delivery,,4.2,0.0,743 ratings,,,,5.8 x 5.8 x 5 cm,,,29 January 2021,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/316wMC9zKLL.jpg,,,,,,,,,,https://www.amazon.in/Vincent-Lenskart-Sunglasses-Polarized-Protected/dp/B09PG21LCR,,,,,"Wednesday, 28 February"," 
"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B0CJ7B2N1B,"Clothing & Accessories > Men > T-shirts, Polos & Shirts > Polos",U.S. POLO ASSN. Boy's T-Shirt,"1,099",518.25,FREE delivery,,4.5,0.0,55 ratings,,,,25 x 20 x 4.5 cm,,,16 September 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/21DqiqQtbML.jpg,,,,,,,,,,https://www.amazon.in/U-S-POLO-ASSN-Boys-T-Shirt/dp/B0CKXS8YNV,,,,,"Thursday, 29 February"," 
 KIDS SOLID HS POLO T-Shirts  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B01IABZ8KM,Clothing & Accessories > Men > Sleep & Lounge Wear > Pyjamas & Lounge Pants,U.S. POLO ASSN. Signature Logo Print Cotton Lounge Pants (Pack of 1),"1,199",909.00,FREE delivery,,3.9,0.0,"3,911 ratings",,,,24 x 20 x 1.5 cm,,,11 July 2016,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31LC6CQoEPL.jpg,,,,,,,,,,https://www.amazon.in/U-S-POLO-ASSN-Comfort-Cotton/dp/B0B45H6G79,,,,,"Wednesday, 28 February"," 
 Lounge pants are a reliable everyday casual that you can take your hands on, with ease. These ones by U.S. Polo Assn. are detailed with an elasticized waistband, concealed button fly and two handy pockets. Wear yours with a simple tee while you're at home.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deebaco,B0CJ6L8NNW,Clothing & Accessories > Women > Western Wear > Dresses & Jumpsuits > Dresses,DEEBACO Women's Solid Rayon Top & Pants Co Ord Set for Women Round Neck Long Bell Sleeve Ladies Party Casual Wear Fashionable for Girls Loose Fit Cord Set (Grey & Black),"3,999","1,575.00",FREE delivery,,4.0,0.0,6 ratings,,,,30 x 28 x 2 cm,,,16 September 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31jJvByy+TL.jpg,,,,,,,,,,https://www.amazon.in/DEEBACO-Womens-Sleeve-Ladies-Fashionable/dp/B0CJ6N7JYQ,,,,,"Friday, 1 March"," 
 Introducing our elegant Grey and Black Co-ord Set featuring a Diagonal Design Embellished by Lace for women. This collection brings together the classic combination of grey and black with a touch of sophistication through a diagonal design and delicate lace embellishments, creating a coordinated ensemble that's perfect for various occasions. Grey and Black Co-ord Set offers a timeless color combination that exudes both sophistication and versatility. The interplay between grey and black creates a refined and balanced look. The lace embellishments lend a touch of elegance and femininity to the ensemble. The delicate lace adds a graceful texture to the design, enhancing the overall aesthetics of the co-ord set. Our Grey and Black Co-ord Set empowers you to embrace timeless sophistication through its classic color combination, diagonal design, and delicate lace embellishments. Whether you're attending a special event, a formal occasion, or a stylish gathering, this set effortlessly reflects your refined and stylish taste. Step into the world of elegant fashion with our Grey and Black Co-ord Set featuring a Diagonal Design Embellished by Lace for women. Embrace the classic color pairing, contemporary pattern, and delicate lace details that this set offers, and elevate your style with an infusion of timeless sophistication.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Express Max,B0BN7FQR4B,Computers & Accessories > Accessories & Peripherals > USB Hubs,"Verilux® USB HUB 3.0 for PC, 4-in-1 Type C HUB with 1 USB 3.0, 2 USB 2.0 & 1000Mbps Ethernet Port, Type C/USB Ethernet Adapter for Laptop LAN Connetor Support Windows, Chromebook, Mac, Linux","2,249","1,285.00",FREE delivery,"‎Verilux, support@veriluxhub.com",4.1,0.0,328 ratings,‎53 g,,,,,,24 November 2022,"26,630 in Electronics (See Top 100 in Electronics)",129 inUSB Hubs,,"TYPE C/ USB HUB FOR PC LAPTOP: 2023 New Version USB C hub with usb adapter, you can connect this 4-in-1 ethernet adapter to your device of no matter usb A or usb C interface. Plug and play, perfect work with your PC laptop or other type c devices sun as phones. Super cost effectiveness.","4 IN 1 USB HUB: USB to ethernet adapter extends your one USB A or USB C ports into 4 USB ports(USB 3.0*1+USB2.0*2+1000Mbps LAN port*1). All 4 ports in one usb hub can work simultaneously. Plug and Play, No software, drivers required. Convenient for netwrok connection and data transfer, bringing lots of convenience and efficiency into life and work.","1000MBPS HIGH-SPEED STABLE NETWORK: USB hub for laptop with the 1000mbps ethernet port, USB A/C to Ethernet Adapter can up to 1000Mbps data transfer speed. This USB hub ethernet adapter features faster and more reliable network performance, ensure stable network speed for you to online gaming, surf the Internet, online HD video streaming, upload, download, and more.","5GBPS DATA TRANSFER: Verilux hub with three USB ports, support 3 devices work simultaneously, USB 3.0 transfer speeds up to 5Gbs(480Mb/s). Supports U-disk, mouse, keyboard, printer, digital cameras, camcorders, speakers, etc. Enjoy fast data transfer rates of up to 5 Gbp/s, you can transfer your camera photos, videos or other files more easily.","WIDE COMPATIBILITY: Verilux USB hub allow you can use it on both USB C and USB enabled devices, meeting your more needs. For all computer and laptop of all brands, for Mac, for Apple, for Surface Book, for Chromebook, for Dell, for HP, for Lenovo, for ASUS etc.",,,,,,https://m.media-amazon.com/images/I/61revfmRUuL._SX425_.jpg,https://m.media-amazon.com/images/I/61revfmRUuL._SX522_.jpg,https://m.media-amazon.com/images/I/61revfmRUuL._SX569_.jpg,https://m.media-amazon.com/images/I/61revfmRUuL._SY355_.jpg,https://m.media-amazon.com/images/I/61revfmRUuL._SX466_.jpg,https://m.media-amazon.com/images/I/61revfmRUuL._SY450_.jpg,https://m.media-amazon.com/images/I/61revfmRUuL._SX679_.jpg,,,,https://www.amazon.in/Verilux%C2%AE-1000Mbps-Ethernet-Connetor-Chromebook/dp/B0BN7FQR4B,,,,,"Friday, 1 March","Verilux® USB HUB 3.0 for PC, 4-in-1 Type C HUB with 1 USB 3.0, 2 USB 2.0 & 1000Mbps Ethernet Port, Type C/USB Ethernet Adapter for Laptop LAN Connetor Support Windows, Chromebook, Mac, Linux : Amazon.in: Computers & Accessories"
